0	1.80119
1	-0.65652
2	-0.28857
3	-0.48150
4	-1.36727
5	0.43834
6	-0.22417
7	-0.45573
8	-1.17849
9	1.34538
10	-0.49998
11	-1.50806
12	0.29449
13	-0.20966
14	-0.98622
15	-0.53844
16	0.00940
17	-0.39542
18	0.25489
19	0.10071
20	-0.97487
21	-0.11708
22	-0.18174
23	0.02580
24	-1.39065
25	-1.44377
26	-0.20930
27	-1.91241
28	0.75790
29	-0.63240
30	-1.28200
31	-0.52952
32	-0.49037
33	1.20334
34	-2.57843
35	1.35941
36	1.16968
37	-0.56671
38	1.49677
39	0.81358
40	-0.41298
41	0.47609
42	-0.79996
43	0.66348
44	-0.52287
45	2.53630
46	-0.56800
47	-0.73209
48	-0.81781
49	0.54013
50	-0.39651
51	0.65485
52	-0.47724
53	0.22120
54	-1.11996
55	0.71437
56	0.47576
57	-0.21571
58	0.24743
59	0.55336
60	-0.36293
61	-0.26405
62	0.40746
63	-0.43441
64	-0.40007
65	-0.20308
66	-1.63618
67	-0.83794
68	0.39885
69	2.03167
70	0.56182
71	-0.00465
72	0.00089
73	-0.35745
74	-1.17947
75	-0.49932
76	0.95264
77	-1.40671
78	-0.86024
79	1.00010
80	0.34628
81	-1.47953
82	-0.27376
83	-1.07394
84	-0.30271
85	-0.01407
86	-2.54625
87	1.58317
88	-0.83607
89	-0.53032
90	-2.00358
91	-1.69941
92	0.34389
93	-0.16894
94	-0.10939
95	-1.11396
96	1.13088
97	0.92305
98	-1.82611
99	-0.41635
100	-0.49095
101	2.48790
102	-0.11318
103	-0.14099
104	0.22599
105	0.22041
106	-2.67916
107	-0.41960
108	-0.69109
109	-0.00454
110	0.55364
111	-0.03697
112	-0.91039
113	-0.05586
114	-0.45886
115	0.71422
116	-0.92698
117	-1.43072
118	1.37953
119	0.73383
120	-0.30959
121	-0.82956
122	0.65184
123	1.07726
124	-0.21862
125	-0.25667
126	-1.13055
127	-0.10951
128	0.70557
129	-0.54869
130	-0.57774
131	-0.68595
132	-0.52278
133	-0.33832
134	0.14331
135	-0.47167
136	-1.10891
137	0.33630
138	0.26429
139	-0.28501
140	-0.06793
141	-1.05730
142	0.02479
143	-0.66300
144	1.98410
145	-1.60787
146	-1.57146
147	0.34435
148	-1.14233
149	1.30840
